"Permit","Api","WellName","AreaName","FieldName","PoolNames","CurrentClass","CurrentStatus","SpudDate","OperatorName","AEO","AIO","CO","DIO","ERIO","O","SIO"
163019,50009100010000,"ROMIG PARK INC 1","COOK INLET BASIN","*EXPLORATORY","Unknown","Exploratory","Plugged & Abandoned","10/20/1963 12:00:00 AM","Romig Park Inc.","","","","","","",""
100001,50009100020000,"OLD WILDCAT 1","COOK INLET BASIN","*EXPLORATORY","Unknown","Exploratory","Plugged & Abandoned","1/1/1920 12:00:00 AM","Anchorage Oil and Development","","","","","","",""
163015,50009100030000,"KNIK ARM ST 1","COOK INLET BASIN","*EXPLORATORY","Unknown","Exploratory","Plugged & Abandoned","7/26/1963 12:00:00 AM","Union Oil Company of California","","","","","","",""
165037,50009100040000,"LORRAINE ST 1","COOK INLET BASIN","*EXPLORATORY","Unknown","Exploratory","Plugged & Abandoned","12/27/1965 12:00:00 AM","Atlantic Richfield Company","","","","","","",""
100002,50009100050000,"ALASKA GULF 1","COOK INLET BASIN","*EXPLORATORY","Unknown","Exploratory","Plugged & Abandoned","6/26/1955 12:00:00 AM","Alaska Gulf Oil & Gas Development, Inc.","","","","","","",""
160033,50009100060000,"KNIK ARM 2","COOK INLET BASIN","*EXPLORATORY","Unknown","Exploratory","Plugged & Abandoned","10/10/1960 12:00:00 AM","Union Oil Company of California","","","","","","",""
161035,50009100070000,"FISH CK UNIT 12-8","COOK INLET BASIN","*EXPLORATORY","Unknown","Exploratory","Plugged & Abandoned","9/3/1961 12:00:00 AM","Union Oil Company of California","","","","","","",""
160032,50009100080000,"KNIK ARM 1","COOK INLET BASIN","*EXPLORATORY","Unknown","Exploratory","Plugged & Abandoned","9/23/1960 12:00:00 AM","Union Oil Company of California","","","","","","",""
166006,50009100090000,"NEEDHAM 1","COOK INLET BASIN","*EXPLORATORY","Unknown","Exploratory","Plugged & Abandoned","3/31/1966 12:00:00 AM","Austral Oil Company","","","","","","",""
165003,50009100100000,"WALLACE-KNUTSON 1","COOK INLET BASIN","*EXPLORATORY","Unknown","Exploratory","Water supply well","4/11/1965 12:00:00 AM","Wallace Mining Company","","","","","","",""
165016,50009100110000,"WALLACE-KNUTSON 1-A","COOK INLET BASIN","*EXPLORATORY","Unknown","Exploratory","Plugged & Abandoned","6/16/1965 12:00:00 AM","Wallace Mining Company","","","","","","",""
163001,50009100120000,"WASILLA ST 1","COOK INLET BASIN","*EXPLORATORY","Unknown","Exploratory","Plugged & Abandoned","1/21/1963 12:00:00 AM","BP Alaska Inc.","","","","","","",""
162010,50009100130000,"PITTMAN 1","COOK INLET BASIN","*EXPLORATORY","Unknown","Exploratory","Plugged & Abandoned","3/15/1962 12:00:00 AM","Union Oil Company of California","","","","","","",""
100003,50009100140000,"ROSETTA 1","COOK INLET BASIN","*EXPLORATORY","Unknown","Exploratory","Plugged & Abandoned","6/15/1954 12:00:00 AM","Anchorage Gas and Oil Development","","","","","","",""
100004,50009100150000,"ROSETTA 2","COOK INLET BASIN","*EXPLORATORY","Unknown","Exploratory","Plugged & Abandoned","5/10/1956 12:00:00 AM","Anchorage Gas and Oil Development","","","","","","",""
100005,50009100160000,"ROSETTA 3","COOK INLET BASIN","*EXPLORATORY","Unknown","Exploratory","Plugged & Abandoned","7/25/1956 12:00:00 AM","Anchorage Gas and Oil Development","","","","","","",""
159008,50009100170000,"ROSETTA 4","COOK INLET BASIN","*EXPLORATORY","Unknown","Exploratory","Plugged & Abandoned","8/13/1959 12:00:00 AM","Anchorage Gas and Oil Development","","","","","","",""
161027,50009100180000,"ROSETTA 4-A","COOK INLET BASIN","*EXPLORATORY","Unknown","Exploratory","Plugged & Abandoned","7/12/1961 12:00:00 AM","Hackathorn Drilling Company","","","","","","",""
100006,50009100190000,"CHICKALOON 1","COOK INLET BASIN","*EXPLORATORY","Unknown","Exploratory","Plugged & Abandoned","8/31/1928 12:00:00 AM","Peterson Oil Assoc.","","","","","","",""
100007,50009100200000,"EUREKA 1","COPPER RIVER BASIN","*EXPLORATORY","Unknown","Exploratory","Plugged & Abandoned","10/2/1953 12:00:00 AM","Aledo Oil Company","","","","","","",""
162032,50009100210000,"EUREKA 2","COPPER RIVER BASIN","*EXPLORATORY","Unknown","Exploratory","Plugged & Abandoned","10/28/1962 12:00:00 AM","Aledo Oil Company","","","","","","",""
100008,50009100220000,"HOUSTON CORE HOLE 1","COOK INLET BASIN","*EXPLORATORY","Unknown","Stratigraphic Test","Plugged & Abandoned","11/1/1951 12:00:00 AM","US Bureau of Mines","","","","","","",""
100009,50009100230000,"HOUSTON CORE HOLE 2","COOK INLET BASIN","*EXPLORATORY","Unknown","Stratigraphic Test","Plugged & Abandoned","1/1/1951 12:00:00 AM","US Bureau of Mines","","","","","","",""
100010,50009100240000,"HOUSTON CORE HOLE 3","COOK INLET BASIN","*EXPLORATORY","Unknown","Stratigraphic Test","Plugged & Abandoned","1/1/1951 12:00:00 AM","US Bureau of Mines","","","","","","",""
100011,50009100240100,"HOUSTON CORE HOLE 3A","COOK INLET BASIN","*EXPLORATORY","Unknown","Stratigraphic Test","Plugged & Abandoned","10/1/1955 12:00:00 AM","Anchorage Oil and Gas Company","","","","","","",""
166011,50009100259500,"FEDERAL 1-3XX","COOK INLET BASIN","*EXPLORATORY","Unknown","Exploratory","Permit expired","","Austral Oil Company","","","","","","",""
168081,50009200010000,"BIG LAKE USA 1","COOK INLET BASIN","*EXPLORATORY","Unknown","Exploratory","Plugged & Abandoned","9/17/1968 12:00:00 AM","Pan American","","","","","","",""
169029,50009200020000,"FISHHOOK 1","COOK INLET BASIN","*EXPLORATORY","Unknown","Exploratory","Plugged & Abandoned","4/18/1969 12:00:00 AM","Hill Production Company","","","","","","",""
169112,50009200030000,"BEAVER LAKES ST 1","COOK INLET BASIN","*EXPLORATORY","Unknown","Exploratory","Plugged & Abandoned","12/22/1969 12:00:00 AM","Lovely, Lum","","","","","","",""
175023,50009200039000,"BEAVER LAKES ST 1 RE-ENTRY 2","COOK INLET BASIN","*EXPLORATORY","Unknown","Exploratory","Plugged & Abandoned","12/22/1969 12:00:00 AM","Little Petroleum Corporation","","","","","","",""
174012,50009200039100,"BEAVER LAKES ST 1 RE-ENTRY","COOK INLET BASIN","*EXPLORATORY","Unknown","Exploratory","Plugged & Abandoned","4/1/1974 12:00:00 AM","Harbinger Oil Corporation","","","","","","",""
171028,50009200040000,"AM QUASAR BIG LK 1","COOK INLET BASIN","*EXPLORATORY","Unknown","Exploratory","Plugged & Abandoned","11/21/1971 12:00:00 AM","American Quasar Petroleum Company","","","","","","",""
173008,50009200050000,"HORSESHOE LK ST 1","COOK INLET BASIN","*EXPLORATORY","Unknown","Exploratory","Plugged & Abandoned","3/10/1973 12:00:00 AM","Great Plains (American) Inc.","","","","","","",""
191130,50009200060000,"BIG LAKE BLT-01","COOK INLET BASIN","*EXPLORATORY","Unknown","Exploratory","Plugged & Abandoned","1/5/1992 12:00:00 AM","ARCO Alaska Inc.","","","","","","",""
199068,50009200069000,"PIONEER UNIT BLT-01","COOK INLET BASIN","PIONEER","TYONEK UNDEFINED GAS","Development","Plugged & Abandoned","9/29/1999 12:00:00 AM","Pioneer Natural Resources Alaska Inc.","","","CO 479, CO 480","","","",""
194069,50009200080000,"ALASKA 94 CBM 1","COOK INLET BASIN","*EXPLORATORY","Unknown","Exploratory","Plugged & Abandoned","4/12/1994 12:00:00 AM","State of Alaska, DNR","","","","","","",""
197241,50009200090000,"HOUSTON 1","COOK INLET BASIN","HOUSTON","COAL BED METHANE GAS","Development","Plugged & Abandoned","1/8/1998 12:00:00 AM","Growth Resource International","","","CO 358, CO 358 1, CO 358 2, CO 358 4, CO 412, CO 415","","","",""
197242,50009200100000,"HOUSTON 2","COOK INLET BASIN","HOUSTON","COAL BED METHANE GAS","Development","Plugged & Abandoned","1/29/1998 12:00:00 AM","Growth Resource International","","","CO 358, CO 358 1, CO 358 2, CO 358 4, CO 412, CO 415","","","",""
197243,50009200110000,"HOUSTON 3","COOK INLET BASIN","HOUSTON","UNDEFINED WDSP, COAL BED METHANE GAS","Exploratory","Plugged & Abandoned","1/21/1998 12:00:00 AM","Growth Resource International","","","CO 358, CO 358 1, CO 358 2, CO 358 4, CO 412, CO 415","DIO 14","","",""
197244,50009200120000,"HOUSTON 4","COOK INLET BASIN","*EXPLORATORY","Unknown","Exploratory","Plugged & Abandoned","3/31/1998 12:00:00 AM","Growth Resource International","","","","","","",""
199064,50009200150000,"PIONEER UNIT 1702 15DA-WD","COOK INLET BASIN","PIONEER","UNDEFINED WDSP","Service","Plugged & Abandoned","7/31/1999 12:00:00 AM","Pioneer Natural Resources Alaska Inc.","","","","DIO 20, DIO 20 1, DIO 20 2","","",""
199065,50009200160000,"PIONEER UNIT 1702 14CC","COOK INLET BASIN","PIONEER","UNDEFINED WDSP","Service","Plugged & Abandoned","8/26/1999 12:00:00 AM","Pioneer Natural Resources Alaska Inc.","","","","DIO 20, DIO 20 1, DIO 20 2","","",""
199066,50009200170000,"PIONEER UNIT 1702 15DD","COOK INLET BASIN","PIONEER","TYONEK UNDEFINED GAS","Development","Plugged & Abandoned","9/16/1999 12:00:00 AM","Pioneer Natural Resources Alaska Inc.","","","CO 479, CO 480","","","",""
200042,50009200180000,"HOUSTON 22","COOK INLET BASIN","*EXPLORATORY","Unknown","Exploratory","Plugged & Abandoned","6/22/2000 12:00:00 AM","Growth Resource International","","","","","","",""
202177,50009200190000,"BERING 3","COOK INLET BASIN","PIONEER","TYONEK UNDEFINED GAS","Exploratory","Plugged & Abandoned","10/9/2002 12:00:00 AM","Pioneer Natural Resources Alaska Inc.","","","CO 479, CO 480","","","",""
202178,50009200200000,"BARANOF 4","COOK INLET BASIN","PIONEER","TYONEK UNDEFINED GAS","Exploratory","Plugged & Abandoned","9/23/2002 12:00:00 AM","Pioneer Natural Resources Alaska Inc.","","","CO 479, CO 480","","","",""
202179,50009200210000,"LOWELL 2","COOK INLET BASIN","PIONEER","TYONEK UNDEFINED GAS","Exploratory","Plugged & Abandoned","10/11/2002 12:00:00 AM","Pioneer Natural Resources Alaska Inc.","","","CO 479, CO 480","","","",""
202180,50009200220000,"COOK 1","COOK INLET BASIN","PIONEER","TYONEK UNDEFINED GAS","Exploratory","Plugged & Abandoned","11/21/2002 12:00:00 AM","Pioneer Natural Resources Alaska Inc.","","","CO 479, CO 480","","","",""
202181,50009200230000,"CORNHUSKER 4","COOK INLET BASIN","PIONEER","TYONEK UNDEFINED GAS","Exploratory","Plugged & Abandoned","10/13/2002 12:00:00 AM","Pioneer Natural Resources Alaska Inc.","","","CO 479, CO 480","","","",""
202182,50009200240000,"ROBERT L SMITH 3","COOK INLET BASIN","PIONEER","TYONEK UNDEFINED GAS","Exploratory","Plugged & Abandoned","10/7/2002 12:00:00 AM","Pioneer Natural Resources Alaska Inc.","","","CO 479, CO 480","","","",""
202183,50009200250000,"GARY JOANN STROMBERG 2","COOK INLET BASIN","PIONEER","TYONEK UNDEFINED GAS","Exploratory","Plugged & Abandoned","10/23/2002 12:00:00 AM","Pioneer Natural Resources Alaska Inc.","","","CO 479, CO 480","","","",""
202184,50009200260000,"D L SMITH 1","COOK INLET BASIN","PIONEER","TYONEK UNDEFINED GAS","Exploratory","Plugged & Abandoned","10/21/2002 12:00:00 AM","Pioneer Natural Resources Alaska Inc.","","","CO 479, CO 480","","","",""
203205,50009200270000,"LITTLE SU NO. 1","COOK INLET BASIN","*EXPLORATORY","Unknown","Stratigraphic Test","Plugged & Abandoned","12/19/2004 12:00:00 AM","Evergreen Resources (Alaska) Corporation","","","","","","",""
203206,50009200280000,"HOUSTON PIT NO. 1","COOK INLET BASIN","*EXPLORATORY","Unknown","Stratigraphic Test","Plugged & Abandoned","2/1/2004 12:00:00 AM","Evergreen Resources (Alaska) Corporation","","","","","","",""
203207,50009200290000,"WILLOW FISHHOOK 1","COOK INLET BASIN","*EXPLORATORY","Unknown","Stratigraphic Test","Plugged & Abandoned","1/25/2004 12:00:00 AM","Pioneer Natural Resources Alaska Inc.","","","","","","",""
204057,50009200300000,"SLATS 1","COOK INLET BASIN","*EXPLORATORY","Unknown","Stratigraphic Test","Plugged & Abandoned","4/24/2004 12:00:00 AM","Evergreen Resources (Alaska) Corporation","","","","","","",""
206004,50009200310000,"NORTHERN DANCER NO. 1","COOK INLET BASIN","*EXPLORATORY","Unknown","Exploratory","Plugged & Abandoned","2/14/2006 12:00:00 AM","Mental Health Trust Land Office","","","","","","",""
208041,50009200320000,"KIRCHER 1XX","COOK INLET BASIN","*EXPLORATORY","Unknown","Exploratory","Permit expired","","Fowler Oil & Gas LLC","","","","","","",""
210122,50009200330000,"LEA 1","COOK INLET BASIN","*EXPLORATORY","Unknown","Exploratory","Plugged & Abandoned","10/22/2010 12:00:00 AM","Linc Energy Operations Inc.","","","","","","",""
212059,50009200340000,"LDRT 1XX","COOK INLET BASIN","*EXPLORATORY","Unknown","Stratigraphic Test","Permit expired","","Linc Energy Operations Inc.","","","","","","",""
222078,50009200350000,"MOA STRAT WELL 1","COOK INLET BASIN","*STRATIGRAPHIC TEST","Unknown","Stratigraphic Test","Plugged & Abandoned","","Municipality of Anchorage (AWWU)","","","","","","",""
161006,50019100010000,"NAPATUK CK 1","BETHEL BASIN","*EXPLORATORY","Unknown","Exploratory","Plugged & Abandoned","3/20/1961 12:00:00 AM","Pan American","","","","","","",""
100012,50019100020000,"NAPATUK CK CORE 2","BETHEL BASIN","*EXPLORATORY","Unknown","Stratigraphic Test","Plugged & Abandoned","3/8/1960 12:00:00 AM","Pan American","","","","","","",""
100013,50019100030000,"NAPATUK CK CORE 2-A","BETHEL BASIN","*EXPLORATORY","Unknown","Stratigraphic Test","Plugged & Abandoned","5/14/1960 12:00:00 AM","Pan American","","","","","","",""
100014,50019100040000,"JOHNSON RIV CORE 1","BETHEL BASIN","*EXPLORATORY","Unknown","Stratigraphic Test","Plugged & Abandoned","10/13/1959 12:00:00 AM","Pan American","","","","","","",""
100015,50023100010000,"SIMPSON CORE TEST 21","ARCTIC SLOPE","*EXPLORATORY","Unknown","Stratigraphic Test","Plugged & Abandoned","10/13/1949 12:00:00 AM","US Dept of Interior","","","","","","",""
100016,50023100020000,"SIMPSON CORE TEST 23","ARCTIC SLOPE","*EXPLORATORY","Unknown","Stratigraphic Test","Plugged & Abandoned","11/8/1949 12:00:00 AM","US Dept of Interior","","","","","","",""
100017,50023100030000,"SIMPSON CORE TEST 24","ARCTIC SLOPE","*EXPLORATORY","Unknown","Stratigraphic Test","Plugged & Abandoned","11/22/1949 12:00:00 AM","US Dept of Interior","","","","","","",""
100018,50023100040000,"N SIMPSON TEST WELL 1","ARCTIC SLOPE","*EXPLORATORY","Unknown","Exploratory","Suspended well","5/6/1950 12:00:00 AM","US Dept of Interior","","","","","","",""
100019,50023100050000,"BARROW CORE RIG TEST 1","ARCTIC SLOPE","*EXPLORATORY","Unknown","Stratigraphic Test","Plugged & Abandoned","9/17/1944 12:00:00 AM","US Dept of Interior","","","","","","",""
100020,50023100060000,"BARROW CORE RIG TEST 2","ARCTIC SLOPE","*EXPLORATORY","Unknown","Stratigraphic Test","Plugged & Abandoned","10/9/1944 12:00:00 AM","US Dept of Interior","","","","","","",""
100021,50023100070000,"BARROW BIG RIG TEST 1","ARCTIC SLOPE","*EXPLORATORY","Unknown","Exploratory","Plugged & Abandoned","10/13/1944 12:00:00 AM","US Dept of Interior","","","","","","",""
100022,50023100080000,"ARCON BARROW C TEST 1","ARCTIC SLOPE","*EXPLORATORY","Unknown","Stratigraphic Test","Plugged & Abandoned","3/29/1947 12:00:00 AM","US Dept of Interior","","","","","","",""
100023,50023100090000,"S BARROW TEST 1","ARCTIC SLOPE","*EXPLORATORY","Unknown","Exploratory","Plugged & Abandoned","8/15/1948 12:00:00 AM","US Dept of Interior","","","","","","",""
100024,50023100100000,"S BARROW TEST WELL 02","ARCTIC SLOPE","BARROW","SOUTH BARROW GAS","Development","Plugged & Abandoned","12/18/1948 12:00:00 AM","US Dept of Interior","","","","DIO 36","","",""
100025,50023100110000,"S BARROW TEST WELL 03","ARCTIC SLOPE","BARROW","Unknown","Service","Plugged & Abandoned","6/23/1949 12:00:00 AM","US Dept of Interior","","","","","","",""
100026,50023100120000,"S BARROW TEST WELL 04","ARCTIC SLOPE","BARROW","SOUTH BARROW GAS","Development","Suspended well","3/9/1950 12:00:00 AM","US Dept of Interior","","","","DIO 36","","",""
100027,50023100130000,"AVAK TEST 1","ARCTIC SLOPE","*EXPLORATORY","Unknown","Exploratory","Plugged & Abandoned","10/21/1951 12:00:00 AM","US Dept of Interior","","","","","","",""
100028,50023100140000,"S BARROW TEST WELL 05","ARCTIC SLOPE","BARROW","SOUTH BARROW GAS","Development","Plugged & Abandoned","5/17/1955 12:00:00 AM","North Slope Borough","","","","DIO 36","","",""
100029,50023100150000,"S BARROW TEST WELL 06","ARCTIC SLOPE","BARROW","SOUTH BARROW GAS","Development","Gas well, single completion","2/28/1964 12:00:00 AM","North Slope Borough","","","","DIO 36","","",""
100030,50023200010000,"S BARROW TEST WELL 07","ARCTIC SLOPE","BARROW","SOUTH BARROW GAS","Development","Plugged & Abandoned","3/4/1968 12:00:00 AM","North Slope Borough","","","","DIO 36","","",""
187075,50023200019000,"S BARROW NSB-07DP","ARCTIC SLOPE","BARROW","SOUTH BARROW GAS","Development","Plugged & Abandoned","6/4/1987 12:00:00 AM","North Slope Borough","","","","DIO 36","","",""
100031,50023200020000,"S BARROW 08","ARCTIC SLOPE","BARROW","SOUTH BARROW GAS","Development","Plugged & Abandoned","4/4/1969 12:00:00 AM","North Slope Borough","","","","DIO 36","","",""
100032,50023200030000,"S BARROW 09","ARCTIC SLOPE","BARROW","SOUTH BARROW GAS","Development","Gas well, single completion","3/19/1970 12:00:00 AM","North Slope Borough","","","","DIO 36","","",""
100033,50023200040000,"S BARROW 10","ARCTIC SLOPE","BARROW","SOUTH BARROW GAS","Development","Gas well, single completion","3/7/1973 12:00:00 AM","North Slope Borough","","","","DIO 36","","",""
100034,50023200050000,"S BARROW 11","ARCTIC SLOPE","BARROW","SOUTH BARROW GAS","Development","Plugged & Abandoned","2/10/1974 12:00:00 AM","North Slope Borough","","","","DIO 36","","",""
100035,50023200060000,"S BARROW 12","ARCTIC SLOPE","BARROW","EAST BARROW GAS","Development","Plugged & Abandoned","3/10/1974 12:00:00 AM","North Slope Borough","","","","DIO 37, DIO 37 1, DIO 37 2","","",""
100036,50023200070000,"IKO 1","ARCTIC SLOPE","*EXPLORATORY","Unknown","Exploratory","Suspended well","2/1/1975 12:00:00 AM","US Dept of Interior","","","","","","",""
100037,50023200080000,"S BARROW 13","ARCTIC SLOPE","BARROW","SOUTH BARROW GAS","Development","Plugged & Abandoned","12/17/1976 12:00:00 AM","North Slope Borough","","","","DIO 36","","",""
100038,50023200090000,"S BARROW 14","ARCTIC SLOPE","BARROW","EAST BARROW GAS","Development","Gas well, single completion","1/28/1977 12:00:00 AM","North Slope Borough","","","","DIO 37, DIO 37 1, DIO 37 2","","",""
100039,50023200100000,"S BARROW 16","ARCTIC SLOPE","*EXPLORATORY","Unknown","Exploratory","Plugged & Abandoned","1/28/1978 12:00:00 AM","North Slope Borough","","","","","","",""
100040,50023200110000,"S BARROW 17","ARCTIC SLOPE","BARROW","EAST BARROW GAS","Development","Plugged & Abandoned","3/2/1978 12:00:00 AM","North Slope Borough","","","","DIO 37, DIO 37 1, DIO 37 2","","",""
100041,50023200120000,"S BARROW 19","ARCTIC SLOPE","BARROW","EAST BARROW GAS","Development","Plugged & Abandoned","4/18/1978 12:00:00 AM","North Slope Borough","","","","DIO 37, DIO 37 1, DIO 37 2","","",""
100042,50023200130000,"WALAKPA 01","ARCTIC SLOPE","WALAKPA","WALAKPA GAS","Exploratory","Plugged & Abandoned","12/25/1979 12:00:00 AM","North Slope Borough","","","CO 267, CO 268, CO 269, CO 270, CO 274, CO 274 1, CO 274 A","","","",""
100043,50023200140000,"W DEASE TEST WELL 1","ARCTIC SLOPE","*EXPLORATORY","Unknown","Exploratory","Observation well","2/19/1980 12:00:00 AM","USGS","","","","","","",""
100044,50023200150000,"S BARROW 20","ARCTIC SLOPE","BARROW","EAST BARROW GAS","Development","Plugged & Abandoned","4/7/1980 12:00:00 AM","North Slope Borough","","","","DIO 37, DIO 37 1, DIO 37 2","","",""
100045,50023200160000,"S BARROW 15","ARCTIC SLOPE","BARROW","UNDEFINED WDSP, EAST BARROW GAS","Service","Plugged & Abandoned","8/23/1980 12:00:00 AM","North Slope Borough","","","","DIO 5, DIO 37, DIO 37 1, DIO 37 2","","",""
100046,50023200170000,"S BARROW 18","ARCTIC SLOPE","BARROW","EAST BARROW GAS","Development","Plugged & Abandoned","9/22/1980 12:00:00 AM","North Slope Borough","","","","DIO 37, DIO 37 1, DIO 37 2","","",""
100047,50023200180000,"TULAGEAK TEST WELL 1","ARCTIC SLOPE","*EXPLORATORY","Unknown","Exploratory","Observation well","2/26/1981 12:00:00 AM","USGS","","","","","","",""
100048,50023200190000,"WALAKPA 02","ARCTIC SLOPE","WALAKPA","WALAKPA GAS","Development","Plugged & Abandoned","1/4/1981 12:00:00 AM","North Slope Borough","","","CO 267, CO 268, CO 269, CO 270, CO 274, CO 274 1, CO 274 A","","","",""
187071,50023200200000,"S BARROW NSB-01","ARCTIC SLOPE","BARROW","SOUTH BARROW GAS","Development","Gas well, single completion","3/31/1987 12:00:00 AM","North Slope Borough","","","","DIO 36","","",""
187072,50023200210000,"S BARROW NSB-02","ARCTIC SLOPE","BARROW","SOUTH BARROW GAS","Development","Plugged & Abandoned","5/16/1987 12:00:00 AM","North Slope Borough","","","","DIO 36","","",""
187073,50023200220000,"S BARROW NSB-03","ARCTIC SLOPE","BARROW","Unknown","Exploratory","Plugged & Abandoned","5/4/1987 12:00:00 AM","North Slope Borough","","","","","","",""
187074,50023200230000,"S BARROW NSB-04","ARCTIC SLOPE","BARROW","Unknown","Exploratory","Plugged & Abandoned","4/19/1987 12:00:00 AM","North Slope Borough","","","","","","",""
188017,50023200250000,"S BARROW NSB-05","ARCTIC SLOPE","BARROW","Unknown","Exploratory","Plugged & Abandoned","4/2/1988 12:00:00 AM","North Slope Borough","","","","","","",""
188018,50023200260000,"S BARROW NSB-06","ARCTIC SLOPE","BARROW","SOUTH BARROW GAS","Development","Plugged & Abandoned","3/12/1988 12:00:00 AM","North Slope Borough","","","","DIO 36","","",""
190112,50023200270000,"E BARROW 21","ARCTIC SLOPE","BARROW","EAST BARROW GAS","Development","Plugged & Abandoned","10/21/1990 12:00:00 AM","North Slope Borough","","","","DIO 37, DIO 37 1, DIO 37 2","","",""
190170,50023200280000,"WALAKPA 03","ARCTIC SLOPE","WALAKPA","WALAKPA GAS","Development","Gas well, single completion","2/2/1991 12:00:00 AM","North Slope Borough","","","CO 267, CO 268, CO 269, CO 270, CO 274, CO 274 1, CO 274 A","","","",""
190171,50023200290000,"WALAKPA 04","ARCTIC SLOPE","WALAKPA","WALAKPA GAS","Development","Gas well, single completion","2/25/1991 12:00:00 AM","North Slope Borough","","","CO 267, CO 268, CO 269, CO 270, CO 274, CO 274 1, CO 274 A","","","",""
190172,50023200300000,"WALAKPA 05","ARCTIC SLOPE","WALAKPA","WALAKPA GAS","Development","Gas well, single completion","3/23/1991 12:00:00 AM","North Slope Borough","","","CO 267, CO 268, CO 269, CO 270, CO 274, CO 274 1, CO 274 A","","","",""
190173,50023200310000,"WALAKPA 06","ARCTIC SLOPE","WALAKPA","WALAKPA GAS","Development","Gas well, single completion","3/10/1991 12:00:00 AM","North Slope Borough","","","CO 267, CO 268, CO 269, CO 270, CO 274, CO 274 1, CO 274 A","","","",""
191155,50023200320000,"WALAKPA 07","ARCTIC SLOPE","WALAKPA","WALAKPA GAS","Development","Gas well, single completion","3/11/1992 12:00:00 AM","North Slope Borough","","","CO 267, CO 268, CO 269, CO 270, CO 274, CO 274 1, CO 274 A","","","",""
191156,50023200330000,"WALAKPA 08","ARCTIC SLOPE","WALAKPA","WALAKPA GAS","Development","Gas well, single completion","2/6/1992 12:00:00 AM","North Slope Borough","","","CO 267, CO 268, CO 269, CO 270, CO 274, CO 274 1, CO 274 A","","","",""
191157,50023200340000,"WALAKPA 09","ARCTIC SLOPE","WALAKPA","WALAKPA GAS","Development","Gas well, single completion","2/27/1992 12:00:00 AM","North Slope Borough","","","CO 267, CO 268, CO 269, CO 270, CO 274, CO 274 1, CO 274 A","","","",""
192007,50023200350000,"WALAKPA 10","ARCTIC SLOPE","WALAKPA","WALAKPA GAS","Development","Gas well, single completion","3/25/1992 12:00:00 AM","North Slope Borough","","","CO 267, CO 268, CO 269, CO 270, CO 274, CO 274 1, CO 274 A","","","",""
206190,50023200360000,"INTREPID 2","ARCTIC SLOPE","*EXPLORATORY","Unknown","Exploratory","Plugged & Abandoned","4/1/2007 12:00:00 AM","ConocoPhillips Alaska, Inc.","","","","","","",""
211067,50023200370000,"SAVIK 1","ARCTIC SLOPE","BARROW","EAST BARROW GAS","Development","Gas well, single completion","9/12/2011 12:00:00 AM","North Slope Borough","","","","DIO 37, DIO 37 1, DIO 37 2","","",""
211068,50023200380000,"WALAKPA 11","ARCTIC SLOPE","WALAKPA","WALAKPA GAS","Development","Gas well, single completion","2/15/2012 12:00:00 AM","North Slope Borough","","","CO 267, CO 268, CO 269, CO 270, CO 274, CO 274 1, CO 274 A","","","",""
211079,50023200390000,"SAVIK 2","ARCTIC SLOPE","BARROW","EAST BARROW GAS","Development","Gas well, single completion","10/19/2011 12:00:00 AM","North Slope Borough","","","","DIO 37, DIO 37 1, DIO 37 2","","",""
211159,50023200400000,"WALAKPA 12","ARCTIC SLOPE","WALAKPA","WALAKPA GAS","Development","Gas well, single completion","1/17/2012 12:00:00 AM","North Slope Borough","","","CO 267, CO 268, CO 269, CO 270, CO 274, CO 274 1, CO 274 A","","","",""
211157,50023200410000,"WALAKPA 13","ARCTIC SLOPE","WALAKPA","WALAKPA GAS","Development","Gas well, single completion","3/18/2012 12:00:00 AM","North Slope Borough","","","CO 267, CO 268, CO 269, CO 270, CO 274, CO 274 1, CO 274 A","","","",""
211160,50023200420000,"WALAKPA 14XX","ARCTIC SLOPE","WALAKPA","WALAKPA GAS","Development","Permit expired","","North Slope Borough","","","CO 267, CO 268, CO 269, CO 270, CO 274, CO 274 1, CO 274 A","","","",""
184178,50025200010000,"KIC WELL 1","ARCTIC SLOPE","*EXPLORATORY","Unknown","Exploratory","Plugged & Abandoned","","Chevron USA Inc.","","","","","","",""
100254,50029100010000,"REINDEER ISLAND C-1","ARCTIC SLOPE","*EXPLORATORY","Unknown","Stratigraphic Test","Plugged & Abandoned","6/22/1969 12:00:00 AM","Humble Oil and Refining","","","","","","",""
167011,50029200010000,"PRUDHOE BAY ST 1","ARCTIC SLOPE","PRUDHOE BAY","PRUDHOE OIL","Development","Plugged & Abandoned","4/22/1967 12:00:00 AM","ARCO Alaska Inc.","","AIO 3 11, AIO 3 12, AIO 3 16, AIO 3 19, AIO 3 22, AIO 3 24, AIO 3 25, AIO 3 29, AIO 3 30, AIO 3 B, AIO 3 C, AIO 4 E, AIO 4 F, AIO 4 G","CO 128, CO 165 12, CO 195 2, CO 264, CO 341 D, CO 341 G, CO 341 H, CO 341 I, CO 341 J, CO 360, CO 516","","ERIO 5, ERIO 5 1","O 35, O 40, O 91, O 127, O 154, O 159, O 160",""
